police officers&titleId=0&totalTokens=290187&title=police officers, home secretary, police forces, metropolitan police, antisocial behaviour, home office, chief constable, police crime commissioners, home affairs, organised crime&weight=0.025549310168625446&frequency=1200
lords reform&titleId=27&totalTokens=299733&title=electoral commission, general election, political parties, house lords, electoral registration, electoral register, liberal democrats, northern ireland, boundary commission, political constitutional reform&weight=0.001966336322164543&frequency=100
constitutional reform&titleId=27&totalTokens=299733&title=electoral commission, general election, political parties, house lords, electoral registration, electoral register, liberal democrats, northern ireland, boundary commission, political constitutional reform&weight=0.0019270095957212522&frequency=98
electoral registration officers&titleId=27&totalTokens=299733&title=electoral commission, general election, political parties, house lords, electoral registration, electoral register, liberal democrats, northern ireland, boundary commission, political constitutional reform&weight=0.0018680195060563158&frequency=95
house commons&titleId=27&totalTokens=299733&title=electoral commission, general election, political parties, house lords, electoral registration, electoral register, liberal democrats, northern ireland, boundary commission, political constitutional reform&weight=0.0018090294163913797&frequency=92
fixed term parliaments&titleId=27&totalTokens=299733&title=electoral commission, general election, political parties, house lords, electoral registration, electoral register, liberal democrats, northern ireland, boundary commission, political constitutional reform&weight=0.0017893660531697342&frequency=91
ballot papers&titleId=27&totalTokens=299733&title=electoral commission, general election, political parties, house lords, electoral registration, electoral register, liberal democrats, northern ireland, boundary commission, political constitutional reform&weight=0.0017500393267264433&frequency=89
polling station&titleId=27&totalTokens=299733&title=electoral commission, general election, political parties, house lords, electoral registration, electoral register, liberal democrats, northern ireland, boundary commission, political constitutional reform&weight=0.0017107126002831525&frequency=87
hayden phillips&titleId=27&totalTokens=299733&title=electoral commission, general election, political parties, house lords, electoral registration, electoral register, liberal democrats, northern ireland, boundary commission, political constitutional reform&weight=0.0017107126002831525&frequency=87
alternative vote&titleId=27&totalTokens=299733&title=electoral commission, general election, political parties, house lords, electoral registration, electoral register, liberal democrats, northern ireland, boundary commission, political constitutional reform&weight=0.001691049237061507&frequency=86
boundary commissions&titleId=27&totalTokens=299733&title=electoral commission, general election, political parties, house lords, electoral registration, electoral register, liberal democrats, northern ireland, boundary commission, political constitutional reform&weight=0.001691049237061507&frequency=86
liberal democrat&titleId=27&totalTokens=299733&title=electoral commission, general election, political parties, house lords, electoral registration, electoral register, liberal democrats, northern ireland, boundary commission, political constitutional reform&weight=0.0015927324209532797&frequency=81
ballot paper&titleId=27&totalTokens=299733&title=electoral commission, general election, political parties, house lords, electoral registration, electoral register, liberal democrats, northern ireland, boundary commission, political constitutional reform&weight=0.0015927324209532797&frequency=81
parliamentary elections&titleId=27&totalTokens=299733&title=electoral commission, general election, political parties, house lords, electoral registration, electoral register, liberal democrats, northern ireland, boundary commission, political constitutional reform&weight=0.0015730690577316344&frequency=80
labour party&titleId=27&totalTokens=299733&title=electoral commission, general election, political parties, house lords, electoral registration, electoral register, liberal democrats, northern ireland, boundary commission, political constitutional reform&weight=0.0015730690577316344&frequency=80
